,etat,marque,adresse,region,prix,description,image_links
142,Neuf,Google,Médina,Dakar,225000 ,"Google Pixel 128GB ram 8 vendu sur facture et garantie Possibilité de livraison
Pas d'échange","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/4b3180a8c227a11497dfde5bbdbeceb8/-/horizon-files-prod/ed/picture/qpd62wv4/6dad79ee6ec4396b8a4cc49e0318f54914a3248d.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/9a4feb83e889e8305122215591da9368/-/horizon-files-prod/ed/picture/qpd62wv4/2e6fb5888bd84ff52324f08a7eb6f1b3f0c6de91.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/4f044b8fc62ce0757e5a45d60aaae922/-/horizon-files-prod/ed/picture/qpd62wv4/fc41ca0b269ae34460a4f1f3363c0b3936301bc8.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/517ab76a91158972987cffb85354d40e/-/horizon-files-prod/ed/picture/qpd62wv4/6dad79ee6ec4396b8a4cc49e0318f54914a3248d.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/d2f0d1570aa614501ca8ad8284a6d704/-/horizon-files-prod/ed/picture/qpd62wv4/2e6fb5888bd84ff52324f08a7eb6f1b3f0c6de91.jpg']"
143,Neuf,Google,Médina,Dakar,185000 ,Google Pixel 6a 128Gb Descellé dan sa boîte vendu sur facture et garantie possibilité de livraison,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/29f21a78befd271f308b30c56796967a/-/horizon-files-prod/ed/picture/q6xkdg0z/255162e7bb77e27abeb5ca493785a943aa71c740.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/d14327144f9f8406897da7433454b6ce/-/horizon-files-prod/ed/picture/q6xkdg0z/0c0f6b6d3bc2b745c61e31a864473f883924486a.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/c74098e8e619f611425b2096afd92d10/-/horizon-files-prod/ed/picture/q6xkdg0z/ea4035334c04898ca8f1b1bcb4cfb23ca87c3096.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/840aeeae4aacff984d5cac88df98c939/-/horizon-files-prod/ed/picture/q6xkdg0z/337061a91e52bd091aec90be3e77f7089949e398.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/83d106ef7d0ca143e62f91ddd7371d2a/-/horizon-files-prod/ed/picture/q6xkdg0z/255162e7bb77e27abeb5ca493785a943aa71c740.jpg']"
144,Neuf,Samsung,Médina,Dakar,350000 ,"Fold 3 256GB 2 sims descellé vendu sur facture et garantie possibilité de livraison
Pas d'échange","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/f41e065e8c95a3449f7ff03999dea6b8/-/horizon-files-prod/ed/picture/qm5pdpx6/576b305d8fc036eab6cd65dabe3a388da6d4855b.jpg', nan, nan, nan, nan]"
145,Venant,Oppo,Plateau,Dakar,460000 ,Oppo Find X5 pro 5G dual sim 256giga ram 12giga en très bon état excellent état venant d Europe avec garantie 1an vous pouvez également échanger vos téléphones aussi,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/fd8398374d830ab34ff3fbc7b584d1c0/-/horizon-files-prod/ed/picture/q8vz7rrx/00a6f16442e952244301e3cfa08758e01bd45d53.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/844c70a6ac86f022d0c5d02a37e3d1d4/-/horizon-files-prod/ed/picture/q8vz7rrx/5aefa5f61ef3569852143740f873ca325f1791c6.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/fd70302d3e334d9f45468989d90ed27a/-/horizon-files-prod/ed/picture/q8vz7rrx/f1172238e56647fdae856e77e0c5cac5387d4986.png', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/672149dfb2ef354c907695e2c593f773/-/horizon-files-prod/ed/picture/q8vz7rrx/834a970392d93613d797e1eb1b64e87767d8b0fb.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/c3a2ade4fff7c80ecaff755c32562a0c/-/horizon-files-prod/ed/picture/q8vz7rrx/410e9b975587c54d57ab74a3fe1146f35ebf3f6f.png']"
146,Neuf,Oppo,Plateau,Dakar,600000 ,Oppo Find N2 Flip 256giga ram 8giga tout neuf dans sa boîte d'origine authentique avec garantie 1an vous pouvez également échanger vos téléphones aussi,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/7bbd8c232687b4ba4f094fe4e8f9201e/-/horizon-files-prod/ed/picture/qrzqdrnn/430a1f376baaecb6f5ef2975b38031eb753568c1.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/8394d5d4a0ff4c7fe1adee3769639bbe/-/horizon-files-prod/ed/picture/qrzqdrnn/4d34fc598af0ea7451da384f30d5bf834150471d.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/7ba7af00473f921eac040fab3713ee69/-/horizon-files-prod/ed/picture/qrzqdrnn/3273d998a6812c43d51318c1f524efbd7d25bf1c.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/b1239045fb1649f2a61a5b74e0a13bdc/-/horizon-files-prod/ed/picture/qrzqdrnn/f6c22704f6a201a84a6e50643b27f92f63b1534b.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/8ca7c738ca9e669b818a98b8618b3726/-/horizon-files-prod/ed/picture/qrzqdrnn/bcb0117e7686c278661fc022a6b0219033b5839e.jpg']"
147,Neuf,Xiaomi,Pikine,Dakar,160000 ,"Poco x4 pro 5G
128GB 6GB ram 2sim
Écran amoled 120Hz
Batterie 5000
Caméra 108MP
Processeur Qualcomm snap dragon/ version globale
État neuf sans boîte vendu avec facture","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/edba32dfe1a1b8109cb66db2abb80bbb/-/horizon-files-prod/ed/picture/qq47kx4w/4193082e4ef7e5484001e671fe38b7b6161cfe58.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/fd6c161f88a085deea6a66ad6e14c8af/-/horizon-files-prod/ed/picture/qq47kx4w/2066415da36220d1aaa9fc0f407607d2450ff485.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/1957c8b40286c949c1c3e96d16405186/-/horizon-files-prod/ed/picture/qq47kx4w/b215f7c5ba4b12f449d1d8292d45ba69ca3d5bda.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/7ace3f96bcd8842c4ccc591e6c0cb0be/-/horizon-files-prod/ed/picture/qq47kx4w/7325ab9d48f3cb433ca12955e308da55697db36f.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/66b9e3c11c26de090ff3433f252cf390/-/horizon-files-prod/ed/picture/qq47kx4w/4193082e4ef7e5484001e671fe38b7b6161cfe58.jpg']"
148,Venant,Samsung,Plateau,Dakar,480000 ,Samsung galaxy Fold 4 256giga en très bon état excellent état neuf vrak sans la boîte venant usa 🇺🇸 Avec garantie 1an vous pouvez également échanger vos téléphones aussi iwbep.com,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/45dc498066d966819d53170261e068ed/-/horizon-files-prod/ed/picture/q6xk2064/72b2c7cd416d49e7726ff963b962fa38bfd07b2e.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/1c453917451c534d46b011ce5ae51749/-/horizon-files-prod/ed/picture/q6xk2064/3dbc7904efae223c28b93752bf2478f11b867e2a.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/ce909cc879a2489699d12b63be433991/-/horizon-files-prod/ed/picture/q6xk2064/72b2c7cd416d49e7726ff963b962fa38bfd07b2e.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/8b3e8b42e7f76d36cb6b16d3b828431a/-/horizon-files-prod/ed/picture/q6xk2064/3dbc7904efae223c28b93752bf2478f11b867e2a.jpg', nan]"
149,Venant,Oppo,Hlm,Dakar,400000 ,Oppo Reno 9 pro 256 Go RAM 16,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f3a280263e44f99f1ecf43d08dddbac/-/horizon-files-prod/ed/picture/qrzvnrnm/1f0da659660ca9947ae9210ae2a924f0571f87a2.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/2aeae902c6b7bc2a8f12c396beb664a1/-/horizon-files-prod/ed/picture/qrzvnrnm/a257ac857299828b527a9764b4211d90752c1afb.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/f2ec6febb594dfae590737be4fec104e/-/horizon-files-prod/ed/picture/qrzvnrnm/1f0da659660ca9947ae9210ae2a924f0571f87a2.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/7372e197e819e578d8c95a8a71682f9d/-/horizon-files-prod/ed/picture/qrzvnrnm/a257ac857299828b527a9764b4211d90752c1afb.jpg', nan]"
150,Neuf,iPhone,Médina,Dakar,550000 ,"Dioufy-Apple Store vous propose des Iphones 15 simple scellé sim Physic
Plus d'informations appelé nous ou passer à la boutique","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/6a8bab413ac9d28aa2bc6df4384389fa/-/horizon-files-prod/ed/picture/qrzvkkgg/1815df46145b3534ca71c86b55af0e92c4d3829f.jpg', nan, nan, nan, nan]"
151,Neuf,Google,Plateau,Dakar,550000 ,Google pixel 8 pro neuf noir 256go jst descelle vendu avec facture et garantie pochette offert,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/cd0fcadd3e5bffb01d79ef2b2bd793fa/-/horizon-files-prod/ed/picture/qq47kk0e/d3a7c45f417483e22972d7f99238e06aa76688c6.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/c09e5ea48901217bd155ee1d0d4eb488/-/horizon-files-prod/ed/picture/qq47kk0e/d9dd784bc68df9ea17e66c069cc4812827562274.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/d46e7a2c74535cdb10ca2f5eacb54138/-/horizon-files-prod/ed/picture/qq47kk0e/623161f0ff762f2fcd06c14ea4fa532ab3a6f215.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/4daea8e9019c6cee83623819efccfb9e/-/horizon-files-prod/ed/picture/qq47kk0e/5d9f7e49c09556a5bfd96c2be9a33efd65fafc26.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/81c7f7478bfadac991705e49fa367707/-/horizon-files-prod/ed/picture/qq47kk0e/d3a7c45f417483e22972d7f99238e06aa76688c6.jpg']"
152,Venant,iPhone,Plateau,Dakar,675000 ,Iphone 14 pro max 256go mauve 2 puces venant en tre bon etat vendu avec facture et garantie pochette et blinde offertent,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/d2135d3a439a9fe6e641191c02f36efb/-/horizon-files-prod/ed/picture/qzvdqqmx/6fe883faa5c321358e0057dfa62569fb2c1ee54d.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/0681b51f7fe895192d42649f0e95010b/-/horizon-files-prod/ed/picture/qzvdqqmx/d89e60dde7979ca56e626e1c8597e2746d256a20.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/54e405265b547135ef1f8d34d59155a3/-/horizon-files-prod/ed/picture/qzvdqqmx/6fe883faa5c321358e0057dfa62569fb2c1ee54d.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/4b246a9fa76c24a218baed59ca340924/-/horizon-files-prod/ed/picture/qzvdqqmx/d89e60dde7979ca56e626e1c8597e2746d256a20.jpg', nan]"
153,Venant,Samsung,Plateau,Dakar,425000 ,Samsung galaxy fold 3 512go noir /12go de ram vendu avc facture et garantie pochette offert,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/1d15aac90f190dfc807e5cd17b275a16/-/horizon-files-prod/ed/picture/qgq9kkxq/7a7c6d0b76b565d6b9a6a390c0fc7b114a15c199.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/ec838c1197abac5363c401ca94fcfb10/-/horizon-files-prod/ed/picture/qgq9kkxq/ea9197b975e11a5bcd8a361ba0d09bc68639eba8.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/5f4f777fa7d4c44291e8da05aa91732a/-/horizon-files-prod/ed/picture/qgq9kkxq/59aecc776aff1ab4d8d5996c98bbdd3d307c38be.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/984420e6fda600dd97402e7e12165935/-/horizon-files-prod/ed/picture/qgq9kkxq/7a7c6d0b76b565d6b9a6a390c0fc7b114a15c199.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/f6cd2c4dcafe464e554e55ca09e64eba/-/horizon-files-prod/ed/picture/qgq9kkxq/ea9197b975e11a5bcd8a361ba0d09bc68639eba8.jpg']"
154,Neuf,Samsung,Point-e,Dakar,460000 ,Samsung Galaxy S23 Plus - Mémoire 256 Go - RAM 8 Go,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/e1183421cb154c2c71cc37160a7754e2/-/horizon-files-prod/ed/picture/qwez05vk/926ae9cc02a0543ed31f4f48bfdc361437644acb.jpg', nan, nan, nan, nan]"
155,Venant,Microsoft,Point-e,Dakar,610000 ,"Microsoft Surface Laptop Studio - 14.4"" Touchscreen - Intel® Core™ i5 - 16GB Memory - 256GB SSD - Platinum","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/d84aeb9181bff847dc99690626a46981/-/horizon-files-prod/ed/picture/qwe2528z/1316a3181ab8276667f22f4f980fa0bc01ce4128.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/9337fa25d86c437890d9d46998cb7ba2/-/horizon-files-prod/ed/picture/qwe2528z/531421958eede32fe6f0c1c329a16ca35535a373.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/13cc8557bc61903c45c69446929ce466/-/horizon-files-prod/ed/picture/qwe2528z/25fe74ce45215478dc048efeaea43f3f35d5945d.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/a1ebc09acda44ad29eb67e11bba27e0e/-/horizon-files-prod/ed/picture/qwe2528z/1316a3181ab8276667f22f4f980fa0bc01ce4128.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/106fe331bc41c372178784db749928d9/-/horizon-files-prod/ed/picture/qwe2528z/531421958eede32fe6f0c1c329a16ca35535a373.jpg']"
156,Neuf,Xiaomi,Plateau,Dakar,165000 ,Redmi Note 12 Pro / Version Globale / 2 SIM / 8 Go RAM / 256 Go Stockage / Écran AMOLED 120 Hz / FHD+ 2400 x 1800 / Charge rapide de 67 W / Batterie 5 000 mAh / Triple caméra 50 MP / Version EUROPEEN / GARANTIE 1 AN,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/f10a328dbe4eacb15eacc11d21c34534/-/horizon-files-prod/ed/picture/qxj2nnz0/7aa15771c0f4f0b13be038078e4f327207885d39.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c19c521b6933fbacd234af4096ed917/-/horizon-files-prod/ed/picture/qxj2nnz0/7d689e68d3c90b83fc2c068548e1fdd8a5fdd288.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/d8089613e94fc3aa6421f18cefd58f29/-/horizon-files-prod/ed/picture/qxj2nnz0/7aa15771c0f4f0b13be038078e4f327207885d39.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/2ced221385b2d856cd0a4099ea0af195/-/horizon-files-prod/ed/picture/qxj2nnz0/7d689e68d3c90b83fc2c068548e1fdd8a5fdd288.jpg', nan]"
157,Neuf,iPhone,Point-e,Dakar,450000 ,Iphone 15 simple 128giga descellé Noire sim physique,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/c479823a365e6f9470226f4ac93db014/-/horizon-files-prod/ed/picture/q9m9gg8v/1aadf15db7cb047b6134ad96937d4eed3f12ec6f.jpg', nan, nan, nan, nan]"
158,Venant,iPhone,Almadies 2,Dakar,500000 ,"Zéro problème presque nouveau zéro fissure tout marche excellent, TÉLÉPHONE MODEL USA COMME NOUVEAU","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/3e448950a3a530ad40ca3e35524d170d/-/horizon-files-prod/ed/picture/qm5pv2mj/c3b3dc01bb48ccd3af5e50c1fcf76d16705a917d.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/5690c120766e8973b72a7050f4f6aa74/-/horizon-files-prod/ed/picture/qm5pv2mj/37fc23bdd75299e7209b33a3dacb3be5a96bf5d6.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/5f13f97474986c0aadd1b004dd4db604/-/horizon-files-prod/ed/picture/qm5pv2mj/d559ba3198d260b71400594bccda6713c7e98b2b.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/b190665378ad348a9621fe70c9e0aa67/-/horizon-files-prod/ed/picture/qm5pv2mj/12f310a7d14509a439390d56616b2ee6aec5dc80.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/4e2bf15255d46d6c005f880173bf6deb/-/horizon-files-prod/ed/picture/qm5pv2mj/29e1606363bd47a9320fa08a17f9911cdc435e78.jpg']"
159,Venant,Samsung,Plateau,Dakar,480000 ,Samsung galaxy Fold 4 256giga en très bon état excellent état neuf vrak sans la boîte venant usa 🇺🇸 Avec garantie 1an vous pouvez également échanger vos téléphones aussi iwbep.com,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/45dc498066d966819d53170261e068ed/-/horizon-files-prod/ed/picture/q6xk2064/72b2c7cd416d49e7726ff963b962fa38bfd07b2e.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/1c453917451c534d46b011ce5ae51749/-/horizon-files-prod/ed/picture/q6xk2064/3dbc7904efae223c28b93752bf2478f11b867e2a.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/ce909cc879a2489699d12b63be433991/-/horizon-files-prod/ed/picture/q6xk2064/72b2c7cd416d49e7726ff963b962fa38bfd07b2e.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/8b3e8b42e7f76d36cb6b16d3b828431a/-/horizon-files-prod/ed/picture/q6xk2064/3dbc7904efae223c28b93752bf2478f11b867e2a.jpg', nan]"
160,Venant,Sony,Médina,Dakar,110000 ,"Sony Xperia 5 II reprend la nomenclature du Xperia 1 II. Ses différences résident dans l'écran qui profite d'un taux de rafraichissement de 120 Hz et la possibilité de filmer en slow motion en 4K HDR à 120 ips. Il est équipé d'un SoC Qualcomm Snapdragon 865 épaulé par 8 Go de RAM et 128 Go de stockage extensible via microSD. Il possède un module de 3 capteurs à 12 mégapixels chacun, et une batterie de 4000 mAh compatible charge rapide (21 W, 50 % de charge en 30 minutes)
Mémoire
128 Go
Stockage extensible
microSD
OTG
Oui
SYSTÈME D'EXPLOITATION (OS)Système d'exploitation
Androidersion
Android 10 Q
Interface
Android Stock
Assistant
Google Assistant
ÉCRANTaille de l'écran
6,1 pouces
Définition
2520 x 1080 pixels
Dalle
OLED
Fréquence d'affichage
120 Hz
DPI
449 ppp venant état ultra propre machalah comme neuf aucun rayure à un prix imbattable promotionnel garantie avec possibilité de livraison avec facture sous 2h.nb prix fixe et je ne fais pas d échange Merci","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a10a705133dc3b9ae1bb4bedda36e7e/-/horizon-files-prod/ed/picture/qgq94wwn/2de5b77ef9cbe721da97919745ed81e7ffe46807.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/bd06dca9ca89326030d3ebb3da8ea5e6/-/horizon-files-prod/ed/picture/qgq94wwn/5a1f04ff7dfcad30a9d14bedfc2dfc737b5c8ad8.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/3dae6cf5e58a8499ed101940dd6dd2fd/-/horizon-files-prod/ed/picture/qgq94wwn/7c4a977a080afb0f72e795a0732d803b9df19c1f.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/8ae1bdebaf124c8f3389c95bfebf7077/-/horizon-files-prod/ed/picture/qgq94wwn/2de5b77ef9cbe721da97919745ed81e7ffe46807.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/96e18fef0076556d73ab991b55de7f64/-/horizon-files-prod/ed/picture/qgq94wwn/5a1f04ff7dfcad30a9d14bedfc2dfc737b5c8ad8.jpg']"
161,Venant,Huawei,Parcelles Assainies,Dakar,50000 ,Huawei y7 venant état ultra propre machalah comme neuf 64go ram 4go système Android prend toutes les applications et services Google superbe appareil photo l un Des meilleur Au monde batterie résistant empreinte digitale connexion internet et wifi très rapide jolie dising garantie 1an avec possibilité de livraison avec facture sous 2h nb prix fixe et je ne fais pas d échange Merci,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/545f3618123073e942ea2feccc71a9c4/-/horizon-files-prod/ed/picture/qpdwvn2p/00c36dff4a3d7582eb019641576ac6966b15fa87.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/1609f1a22b7a519598a0e0de83070868/-/horizon-files-prod/ed/picture/qpdwvn2p/27cdcee0a7cfcdf383dbf8511a8c3b9b8275b0e2.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/61556e4730ad8ddb99dfcd4cd0f5aa76/-/horizon-files-prod/ed/picture/qpdwvn2p/00c36dff4a3d7582eb019641576ac6966b15fa87.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/4bf5023a0e6fc0a71a21aeb8e030db13/-/horizon-files-prod/ed/picture/qpdwvn2p/27cdcee0a7cfcdf383dbf8511a8c3b9b8275b0e2.jpg', nan]"
162,Neuf,Samsung,Médina,Dakar,130000 ,"Interface USB: USB Type-CVersion USB: USB2.0Technologie de localisation: GPS, Glonass, Beidou, Galilée, QZSSOreille: Stéréo 3,5 mmWifi: 802.11a/b/g/n/ac 2,4 GHz+5 GHz, VHT80Wi-Fi Direct: OuiVersion Bluetooth: Bluetooth v5.3NFC: OuiSynchronisation PC: Commutateur intelligent (version PC)Système d'exploitationAndroidBatterieCapacité de la batterie (mAh, typique): 5000","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/668cabe86ec761f82e02f5b7e9692ba9/-/horizon-files-prod/ed/picture/qv4e5vpg/bdbb7a61a122e39b7f4f5be95d2cdb2f630a6729.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/a3749e7d4223f84e30aa0c9067d8ffb1/-/horizon-files-prod/ed/picture/qv4e5vpg/a580b9ab126c7c7873f0e4b7dfa32e42435adeeb.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/4015fe9b66fdd599540ff76d5809cba3/-/horizon-files-prod/ed/picture/qv4e5vpg/bdbb7a61a122e39b7f4f5be95d2cdb2f630a6729.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/af3eb5f6b8148f8a9b25cf4b27ba96c8/-/horizon-files-prod/ed/picture/qv4e5vpg/a580b9ab126c7c7873f0e4b7dfa32e42435adeeb.jpg', nan]"
163,Venant,Samsung,Diamaguene,Dakar,125000 ,"SAMSUNG GALAXY S20 ULTRA
128 GB
RAME 6ENANT USA 1SIM ET E-SIM
UTILISÉ TRÉS PEU
DE DOS EN VERRE À ÉTÉ REMPLACÉ, CAR LA PREMIÈRE AVEC UNE PETITE FISSURE, MÉ TOUT EST NIKEL ET TRÉS PROPRE.ENDU AVEC FACTURE ET GARANTIE.
PRIX NON NÉGOCIABLEENTE FLASH","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/53e1ba3e986139db85a4a2773add8f9c/-/horizon-files-prod/ed/picture/qxj2nex2/a106e9fc89acbe5c1f6ed48722f2b5788e7fca9f.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/949fc98a33f715540e8f8be016c3d653/-/horizon-files-prod/ed/picture/qxj2nex2/7b9e0cac57bea4caf3116123ee125530c6880d84.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/2c21da008408cb7b6b3b1fbf7202ce9c/-/horizon-files-prod/ed/picture/qxj2nex2/37b9fe2a5e1d834402421280d291009e69168220.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/09583c97475634dc06e0697e4322a697/-/horizon-files-prod/ed/picture/qxj2nex2/56adbe3b0c70d1f7ee3df26456b4e8090f7f1305.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/d9257e26cac746aa8a993d0878d04cd4/-/horizon-files-prod/ed/picture/qxj2nex2/9efdb51605aa69a52a166eb27265fd22d86478fd.jpg']"
164,Venant,iPhone,Liberte 5,Dakar,400000 ,"iPhone 13 Pro et iPhone 13 Prox Max disponible venant quasiment neuf en parfait état satisfaction garantie en vente flash
sotck limité veuillez nous contacter pour plus d'information","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/01a7f9f2635f3feef03eef224c6b0975/-/horizon-files-prod/ed/picture/qrzvkqw5/53dc0338a18095c7b3e900a5f9c7d52950c3b983.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/08b119689c5438f49439cb70fbdbcfcf/-/horizon-files-prod/ed/picture/qrzvkqw5/ad7552d6160ccc24418d91f66f61a50bac1a7b30.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca980fabbdaab1cc35c25cacd36b170b/-/horizon-files-prod/ed/picture/qrzvkqw5/5c520bb51ab7eea984ca29481c59820cf2e4a07f.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/7f883d420c1f9945767c14c595965a30/-/horizon-files-prod/ed/picture/qrzvkqw5/55a3dd29b9ef5a9b45905f6a6cd47f5c1f30d98f.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/beb409bb87e2a98630c36be6cc795566/-/horizon-files-prod/ed/picture/qrzvkqw5/d60712adebc77eb37d08f5825f1b5a0f40e81c5f.jpg']"
165,Neuf,Samsung,Pikine,Dakar,125000 ,"Samsung galaxie A22 5G
128GB 4GB ram 2sim
Scellé","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/788f2128f6cb3b8efe4a199be6d12e2a/-/horizon-files-prod/ed/picture/qv4e0zwm/34fa9a8b723b51fa513decf8e67d56b22080b2dc.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/c0b8f7e53b88c55d36fb4a043b37368f/-/horizon-files-prod/ed/picture/qv4e0zwm/c8c1d04030cb7854af7bd952d9b212a4ebc34afe.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/d00e4cdc7740551a65e87baa5faa0ba3/-/horizon-files-prod/ed/picture/qv4e0zwm/34fa9a8b723b51fa513decf8e67d56b22080b2dc.jpg', 'https://i.roamcdn.net/hz/ed/listing-gallery-thumb-100w/cb0c96ba362beb9c6990715ca8748779/-/horizon-files-prod/ed/picture/qv4e0zwm/c8c1d04030cb7854af7bd952d9b212a4ebc34afe.jpg', nan]"
166,Venant,iPhone,Guediawaye,Dakar,470000 ,Iphone 13promax venant disponible vendu sur facture et garantie livraison possible échange possible,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/7d5e1761e932638696a4e025c1d2cf7e/-/horizon-files-prod/ed/picture/q9m926w7/d3dae41068988ac80c7867fe8bfd0e051919e330.jpg', nan, nan, nan, nan]"
