,etat,marque,adresse,region,prix,description,image_links
155,Venant,HP,Plateau,Dakar,280000 ,"Hp Elitebook 840 G5
Intel Core i5_8ème génération
Ram 8GB
Stockage 512GB SSD","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/befc32df92d18b84f28f3c6c3a032f44/-/horizon-files-prod/ed/picture/qwe297km/d993d78ab3207c9fae86bdd76adbbfbb4c92c2fb.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/6d2bd19d371e3d02688bea1538004f6f/-/horizon-files-prod/ed/picture/qwe297km/531e4e1dc292133df04f463be5ec1c0214132e7c.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/54cf51c9df6af98a875e3dd9e4a7957d/-/horizon-files-prod/ed/picture/qwe297km/d9cf8d090fa223f968a24a5d3c9cd5dd99ce03b2.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/32808b555c14761d6004337c145d5b6d/-/horizon-files-prod/ed/picture/qwe297km/458ef7c3a670339d40aa267e58d8f27877165adf.jpg']"
156,Venant,HP,Plateau,Dakar,380000 ,"HP EliteBook 850 G6
Intel Core i5_8ème génération
Ram 16GB
Stockage 512GB SD
Ecran large 15 pouces","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/f492ec56373954273be92a56550122c0/-/horizon-files-prod/ed/picture/qxj2nvw8/6042a59a1a3bbc2ca9889093d9783cabb0ef42d9.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/6044af8aada2cefa62046555a393aa1e/-/horizon-files-prod/ed/picture/qxj2nvw8/7375a52af8ba905c613b3416127117adca39dbbb.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/52d8b94f76e9cf8823b67707ebdaee23/-/horizon-files-prod/ed/picture/qxj2nvw8/9957c5b55a9280867f20f4a72690e881006d641e.jpg']"
157,Neuf,Dell,Sicap foire,Dakar,750000 ,"Workstation Haut de Gamme DELL VOSTRO 7620 pour PROFESSIONNELProcesseur Intel Core™ i7-12700H de 12e génération (24 Mo de cache, 14 cœurs, jusqu'à 4,7 GHz)Windows 11 Professionnel 64 bitsCarte graphique NVIDIA GeForce RTX™ 3050Ti, 4Go de mémoire GDDR6 Et Intel Iris XeÉcran 3K 16 pouces, 3072 x 1920, antireflet, 100 % sRVB, 300 cd/m², grand angle de vue, ComfortView PlusRAM bicanale 16 Go DDR5 4800 MHz option 32go DDR5Disque SSD 512 Go NVMe PCIe Gen4 Option 1TBClavier rétroéclairé avec pavé numérique2 ports USB 3.2 Gen 1
1 port ThunderBolt™ 4 avec DisplayPort™ et Power Delivery
1 prise jack
1 port HDMI 2.0Sac et Souris en Bonus","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/33878051fb00a515fbbc428d79df9311/-/horizon-files-prod/ed/picture/q0gwxjk8/1f77c0ad0b412caf53b906e1e57aa775e3797ff6.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/fe7b1743473aaf8bb1f9f419a4a514fe/-/horizon-files-prod/ed/picture/q0gwxjk8/c16f0b3e1d4a790dfa839e40651d1953002a0ff9.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/533304396a4571a424f0a61a9dba9df2/-/horizon-files-prod/ed/picture/q0gwxjk8/102445f7f05a1b332805fffd439fdd7088be7a41.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a439ad0a5e4dc540bfa0f0f5dbcee17/-/horizon-files-prod/ed/picture/q0gwxjk8/af9fc978cdc06e96a4ceaf3ff6792a3d99dc08a4.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/99154446d7629d04f96dd3cfa3fb8417/-/horizon-files-prod/ed/picture/q0gwxjk8/c9a5fada4adb3f3b2688d826bfddfb2e7d3f8c3b.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/ba95759c70a3bd59fcbe6b6c27612c21/-/horizon-files-prod/ed/picture/q0gwxjk8/4ca413265986a3b359bcadeea0bcf6d0fe633307.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/69a14ba142e6822ae6842e0025ea772e/-/horizon-files-prod/ed/picture/q0gwxjk8/bac972a8a1c77706e5d956d7aaf4f54e2af0a321.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/15ab0078123e9ab3e62bd62d1b95be61/-/horizon-files-prod/ed/picture/q0gwxjk8/c1292668a1bf0f961d0c06d2605a6e51238ecd21.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/d649a728e96e7c0b7fe5908f12e7fbf7/-/horizon-files-prod/ed/picture/q0gwxjk8/e7fadddf296446463cd3bf0befe55087896beec0.jpg']"
158,Neuf,MSI,Sicap foire,Dakar,950000 ,"Laptop Gamer MSI Cyborg core i7 RTX 4060 graphicsMSI Cyborg 15.6 Gaming Laptop 2023 Newest, 12th Gen Intel Core i7-12700H Processor, NVIDIA GeForce RTX 4060 Graphics, RAM 16GB DDR5, 1TERA SSD, Wi-Fi6, Backlit Keyboard, Windows 11 64-bitCARACTÉRISTIQUES PRINCIPALES :
Processeur Intel Core i7-12700H 14Cores 20Threads up to 4.7GhzÉcran de 15.6 pouces Full HD 144HERTZ
Dalle de niveau IPS : couleurs luminees et angles de vision larges16 Go DDR5 option 32GoSSD 1TBPuce graphique NVIDIA GeForce RTX 4060 Laptop avec 8Go de mémoire dédiée GDDR61 connecteur HDMI (compatible 8K @60 Hz / 4K @120 Hz) + 2 connecteurs USB-CMktechSouris Gamer en Bonus","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/d54790abc35df091d5f9783684e7d658/-/horizon-files-prod/ed/picture/qzvdq98d/40a487c5601369860602fa81200b294c1f7adcd8.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/eca0580cfda2ec48c2286c0a18e66776/-/horizon-files-prod/ed/picture/qzvdq98d/3589c5b9277f8b1d5b0fdaa7de5689610742b624.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/6b6ee53ed14a558846b25836fe025959/-/horizon-files-prod/ed/picture/qzvdq98d/7e43f4296a4128047bbd615806701e255aaefc23.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/28ed09761c27c4d608793b71ec83ff46/-/horizon-files-prod/ed/picture/qzvdq98d/e00a12bd7a3b01408fcea68eeb26249db1b41a86.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/2ecb44fb6d585f494af4d64c1f9b22f0/-/horizon-files-prod/ed/picture/qzvdq98d/5c9c3899e6d66a17db42be3b0af8d1dcdc946cab.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/46d52c12a35ff36f8f5dcc8aed356a7a/-/horizon-files-prod/ed/picture/qzvdq98d/2c32687920597aa6bda4ced9d6b468714aade1a7.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/b9e207cc3158cfc374c343d69b5983e7/-/horizon-files-prod/ed/picture/qzvdq98d/10f7ee58e2d8ce5850504b2ed95d5f2523f8cd10.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/0329b970ce45b48ffbf518e63069faa0/-/horizon-files-prod/ed/picture/qzvdq98d/dad940a40bb7d5bd6318ebdc8b1084659ada5ee3.jpg']"
159,Neuf,Lenovo,Point-e,Dakar,550000 ,Lenovo / Thinkpad / T14 / Gen 4 / I5 13th Gen / Ram 32Go / Disk 512Go / Neuf Scelle / Facture Conforme / Garanti 1 an,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/c5bf1faab2ec4e0cc28dfac291713144/-/horizon-files-prod/ed/picture/q785dvrd/5d9f84eaee0b0972d008b5ede868e16afe2a2319.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/f63590cae4856f706095e979eaf21976/-/horizon-files-prod/ed/picture/q785dvrd/25ea5ce4fe663648369bcfb47bb8c25ddada0507.jpg']"
160,Neuf,HP,Fenêtre mermoz,Dakar,549000 ,"HP EliteOne 800 G6 24 pouces All In One disponible chez SS Multimédia.
-Produit neuf et scellé
-Garantie 1 anSystème d'exploitation: Windows 11 Professionnel
Processeur: Intel® Core™ i5 10500 (10e génération)
Mémoire: 8 Go RAM
Stockage: 256 Go Disque SSD
Écran: 60.5 cm (23.8 ""), FHD (1920 x 1080), Écran non tactile
Carte graphique: Carte graphique Intel® UHD 630
Inclus: Ensemble clavier ultra-fin professionnel et souris sans fil HP","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/fe25e5dd31d221ba76c11d96cddeeecd/-/horizon-files-prod/ed/picture/q4482v82/5fe97108a10a8b12b748acb858ef9e30ae537b52.png', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/cb8deec99225a0067bc525dfa4b0dd66/-/horizon-files-prod/ed/picture/q4482v82/9a68264883a31c2a904ae709ebcd7c74feb45f25.png', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/64db75d9dbfe622f1e566987d885de8a/-/horizon-files-prod/ed/picture/q4482v82/e03c3ce4be12b0746ea95dbcbc3bcba439c8c37d.png', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/e08ab340396a8766bcf0809d955a680a/-/horizon-files-prod/ed/picture/q4482v82/6ba990a89b85884c9da8f9ab2accb4bcaac9e18e.png', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/58d9219d663b073007dfbd06710e5f27/-/horizon-files-prod/ed/picture/q4482v82/09ca7ca948eabcd7063cb4a73a299769a103c069.png', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/250613fad37b67441018cbca6cb42af6/-/horizon-files-prod/ed/picture/q4482v82/bf941dedf44859504e6a412ab2ac1e68ab47513e.png']"
161,Neuf,HP,Médina,Dakar,450000 ,"Hp EliteBook 840 G9 i5 12th génération disque dur 512 SSD ram 16Go
✅État neuf dans sa boîte
✅14 pouces
✅AZERTY d origine
✅Garantie 12 mois et vente sur facture dans ma boutique
📍Medina rue 37 x Blaise Diagne","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/04d6281d88bd002ce1864caae04a8ca7/-/horizon-files-prod/ed/picture/q785dz5j/c16c53f456d44ab0c7ea2f90bd2e0415daac2e55.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/396f8da8b6a9f779dd524f67a3060b68/-/horizon-files-prod/ed/picture/q785dz5j/6fa5e099f8b5fc0f30a9fae26c8ffe68f2d0585d.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee565c9da840588ed03ffbe4f0789b0f/-/horizon-files-prod/ed/picture/q785dz5j/13d6d71b29748732eb8953d58f656456a5a7e238.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/2414d7f4c122362e9f9aa87ee7fc856a/-/horizon-files-prod/ed/picture/q785dz5j/e3b27c264a90e58c2029bd748320bf754906d902.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/da7a55a87499235860b84db1a9ec3d9a/-/horizon-files-prod/ed/picture/q785dz5j/6676382f455da16a49a5629142f9437ee5276ae7.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/b53727da35a4eb8aee829992501a8eff/-/horizon-files-prod/ed/picture/q785dz5j/f680cb571cdabbd8addd6470335b7235142c8ba6.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/8d9b6c1f95de612e328a8db10e0c6450/-/horizon-files-prod/ed/picture/q785dz5j/2010094ab48e564fc1ff0f4669d57f661234cef4.jpg']"
162,Neuf,Apple,Médina,Dakar,600000 ,"AMG vous présente son MacBook Pro Touchbar i7 2020 disque dur 512 SSD ram 16 Go
✅Descellé ds sa boite
✅Etat Neuf
✅Clavier AZERTY d origine
✅Garantie 12 mois et vente sur facture dans ma boutique
📍Medina rue 37 x Blaise Diagne près du rond-point sam","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/21514b77e22f1377b9961301b06f7e77/-/horizon-files-prod/ed/picture/q56x20x6/b058a4955ea876673f2b9b284f7964627165ba6e.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/c49bf6839b5cbebfdb16a14434b0c0f0/-/horizon-files-prod/ed/picture/q56x20x6/c4f1d6795b3d0e2fae8213f8fb3e5d2870963728.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/80c4a0c5f4c64a351440f9249c74f047/-/horizon-files-prod/ed/picture/q56x20x6/973ae5d741d6dd130c9f4e59ed4bf9eada40f91c.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/faf904de86dee3c249c9facecef5c23b/-/horizon-files-prod/ed/picture/q56x20x6/624617bd59db5e64d9da56e7bdef1cf98c7c80ef.jpg']"
163,Venant,Apple,Médina,Dakar,300000 ,"LOUM USA INFORMATIQUE vous présente ce Imac retina core i5
caractéristiques : 8giga de ram disque dur 1tera écran 21pouces année 2013 prix cadeau",['https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4f40c79b307c04bb3f13b2a56259265/-/horizon-files-prod/ed/picture/qrz2dz94/0d2c0e6eab5997cc64c1d9870995f62d63c52055.jpg']
164,Neuf,Dell,Dieuppeul,Dakar,900000 ,Dell AlienWare m17 R3 core i9 16Processeurs ram 32Go SSD 1To carte graphique RTX 2080 8Go clavier RGB,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/a5341fc73a51314173036b9477480f2c/-/horizon-files-prod/ed/picture/qpd650er/07f98ad4d4bb8517073199d195911ee6060898ed.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c66fe74cd87a5ce9f54b1031377a3f2/-/horizon-files-prod/ed/picture/qpd650er/85699c870c9b4530d0d4207e7175c5b4e8daea52.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/11999dea962803b8d61cf4de71e5c986/-/horizon-files-prod/ed/picture/qpd650er/58480aa2b546675e8bf392396ecd754f8a477c96.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/4ef2d87d330c39840722e0349b8c0b60/-/horizon-files-prod/ed/picture/qpd650er/e6ddf3f3fe8e671497d59f1c7bc6c60c711f79cd.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/114de2c48af8fed158f02e6aa82a29b6/-/horizon-files-prod/ed/picture/qpd650er/52d28cc657f71fb799802521a29133510edc9882.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/d22920f27aae669bad63ef044ec54f24/-/horizon-files-prod/ed/picture/qpd650er/4a25508bc171f70accd05641f3acbcfcd5a44a3a.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/9edcee4af40a819ed28cff93b07c9ff0/-/horizon-files-prod/ed/picture/qpd650er/52be3959dd548f6d07287ecf71b9332bddb020f3.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/163edc4795237d3e8b88ae372fc28811/-/horizon-files-prod/ed/picture/qpd650er/cb9ab94467340818900a848eac7468af4b44f85d.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/4d40f08b55766a8ca42b0c85fb6dd943/-/horizon-files-prod/ed/picture/qpd650er/74dcf2ce86ba97da5fd2fc5128b2451d7f7bd291.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/6585f5ea4fccb07460adfd03296bc5e6/-/horizon-files-prod/ed/picture/qpd650er/6b30d2b91a2cc42d475df70f9101fad565259960.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/19a68c1e2c6db18cfd374f923f07588f/-/horizon-files-prod/ed/picture/qpd650er/7badbc98e4ee627cf568a9e090248bf4ab060a4d.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/ab075c5e4fec1c1818a95aab97cb29a1/-/horizon-files-prod/ed/picture/qpd650er/15b24d0b8cddbfb8d249f70b8232323c969cd615.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/0aa53baf07fec311c8bc4a84610d920c/-/horizon-files-prod/ed/picture/qpd650er/d3eef391d42c899d1d05f4512f411281ece819c8.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/74ee582e384389febd6521a591edece5/-/horizon-files-prod/ed/picture/qpd650er/4cb9b55eaedbae8348fe57577a4a68d17b40e64d.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/e2044a17f006c12389035e0cdb9ee162/-/horizon-files-prod/ed/picture/qpd650er/b05eb7aac95e044804f72f1d58f93a6340bbec98.jpg']"
165,Neuf,HP,Dieuppeul,Dakar,350000 ,"hp EliteBook 845 G7 Ryzen 5 Pro 12CPU
2,7 Ghz Ecran Tactile 14 pouces 16Go ram SSD 512Go clavier rétro éclairé etat 10/10","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/be465b6ad383ab2b83ac12fec70b22bd/-/horizon-files-prod/ed/picture/qq47k9jz/65a834db2bd30193a47d651180b9a1b4125b4730.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/d9e4bb592693b6a3a3a9d826d53b6543/-/horizon-files-prod/ed/picture/qq47k9jz/9a179ffecec792736889275dd86f078f56ab5091.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/d65955d521afedaf87c3c976951a7e30/-/horizon-files-prod/ed/picture/qq47k9jz/d10e12ee0e874241b5af42e3b9af22e227b2713a.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/b119f43c17866af94675604f7545c3bc/-/horizon-files-prod/ed/picture/qq47k9jz/646976be011a8b036d734f515ec29253867cf2f2.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/b3640d918e5a37332f7c34c53ecdc111/-/horizon-files-prod/ed/picture/qq47k9jz/ce5accc92260d0f9b1de6a20375857ed0a7864d0.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/99f443efb33ce93d05b31921d09037c5/-/horizon-files-prod/ed/picture/qq47k9jz/05810695a79df303da6de02df130824182d881c7.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/64289d71f688c2f113acc2de786f6a01/-/horizon-files-prod/ed/picture/qq47k9jz/017867bf39f583f4ad7b3f6b2ba23549fd8cd22b.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/9a0a8c33d2caea165f3137de874f3807/-/horizon-files-prod/ed/picture/qq47k9jz/3c8e472a6aa32f9c2e8f45faca6839921d9630e1.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/b9d9eb637706c842cfeb4f80e0aa10af/-/horizon-files-prod/ed/picture/qq47k9jz/8f363bc0c4faceee5a510962ef74607d72cefa21.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed4e3b0f0a167386b7a4bd4703f05e70/-/horizon-files-prod/ed/picture/qq47k9jz/0cb450be5707ad21ad28bcf83b3fa8b5f2862216.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/a5ad62183b53c16a2df07baf10ddb3f5/-/horizon-files-prod/ed/picture/qq47k9jz/5a7c613f89259d16ed30b524b1d0358d16b949da.jpg']"
166,Neuf,HP,Dieuppeul,Dakar,200000 ,"hp Elitebook 840 G5 i5 8go 256go /
hp Elitebook 840 G5 i5 16go 512go
Ecran 14 pouces avec empreinte digitale","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/35c7f9bd7374cc335dc085b185e9a6ef/-/horizon-files-prod/ed/picture/qq4djxqj/f591064d58634f1b1f6474296cde80bd31de31ba.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/7513f6114a272f81b2d964212660edd4/-/horizon-files-prod/ed/picture/qq4djxqj/b848fde835e8adecdd747ccf344891ea49b1747b.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/ff5fe6f53b571e26d87875df0afa9638/-/horizon-files-prod/ed/picture/qq4djxqj/9f471f50a1b57d90fb08e4f8148c904a82dca5dd.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/911f8da787c663ae189769bd0f56b0f5/-/horizon-files-prod/ed/picture/qq4djxqj/c199445909e2f2a06a753420c93d82dbd6fef4ec.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/c666b63e8b64eb491774b6674b43321d/-/horizon-files-prod/ed/picture/qq4djxqj/8915720958aa293eb6e0cfd6df3c9fb73beaa759.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/e3fd082e01dd289f84e7c44ebe81220c/-/horizon-files-prod/ed/picture/qq4djxqj/f60aa53e21f23b0d63d2d5f2498cb454612a1a1c.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/43459630e3ce62ce4df6c5c0a2c9a658/-/horizon-files-prod/ed/picture/qq4djxqj/e0196d6174ea3dd7b35b689eb214071d413437a5.jpg']"
167,Venant,ASUS,Hann marinas,Dakar,110000 ,Processeur Intel Core i3 disque dur 750giga ram 4giga écran 15.6pouces clavier azerty avec une excellente autonomie,"['https://i.roamcdn.net/hz/ed/listing-thumb-543w/61a382af87717e1a0dfff17f5d992cd0/-/horizon-files-prod/ed/picture/qxj2nv62/1285183ba2e298f027da85e945eefc650866af1e.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4c4f93efe31f120e8dbcace2846409d/-/horizon-files-prod/ed/picture/qxj2nv62/9499d5fee7e33b2600a9eb5ca0eae4a1c4012d23.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/8f90dbc4f250fec983bccc1658cab168/-/horizon-files-prod/ed/picture/qxj2nv62/b30f4fe08c6f5889249458b732db7e5129ed716d.jpg']"
168,Venant,HP,Almadies 2,Dakar,125000 ,"HP ELITEBOOK G3 820 : 12"" ICORE 5- 6300U (RAM8) (GB DISQUE DURE 256) SSD QUALITÉS EUROPÉENNES GRANDE A","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/e8e0d5fddb51b244e477e186ed1bf1c8/-/horizon-files-prod/ed/picture/qrzzgpv2/cd2237b7ac894d66db85b253a09681309adc48b6.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/3fe66eddb159b76eb8dc9fa9de1108c7/-/horizon-files-prod/ed/picture/qrzzgpv2/d7d759b03a8bb6359de877fb1be7290448be560c.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/f0e0e2cf20a86e2877d77c4ced2e4861/-/horizon-files-prod/ed/picture/qrzzgpv2/bee4b261e0e2e3c833ce4ed1e094f97a6fae5aaf.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/971b78956d9145463cf4d8b499288142/-/horizon-files-prod/ed/picture/qrzzgpv2/cd9fda5a8a0b292392b0f1f5e2d923276d9d239d.jpg']"
169,Venant,Lenovo,Almadies 2,Dakar,95000 ,"LENEVO THINKPAD L440: 14"" I CORE 5 (RAM 8) (GB DISQUE DURE 180) SSD QUALITÉS EUROPÉENNES GRANDE A","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/4609229440942d65cf0b77a5bfab1dc1/-/horizon-files-prod/ed/picture/qkrrwjxm/75f7ed94d2e884e5369ed11557d89570810c6ec5.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/1427a2d566b794aabe349ecffc6f636e/-/horizon-files-prod/ed/picture/qkrrwjxm/64e15528e2a6c365f27308905dc3e1209dd212bb.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/1a269e91d1996eb3f8053cc5389e7928/-/horizon-files-prod/ed/picture/qkrrwjxm/7a2f9580f4c37aa49d39f9f6b1c8fbd82604f983.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/ab3ab67430f0ffdef43a8a010013bb40/-/horizon-files-prod/ed/picture/qkrrwjxm/078a95172db7092aaecfe3bfafb2d4db35f5b900.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/96e35b65c9db23a2f971ea557cb07dc9/-/horizon-files-prod/ed/picture/qkrrwjxm/91b4da1f1d3b2db9e3bbfef3f612a61536e0f4fe.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/df6404c31068a821dd249906cd855a8a/-/horizon-files-prod/ed/picture/qkrrwjxm/bd98bf2a58f7414e8ce18be1e0693ab0f82d7626.jpg']"
170,Neuf,Lenovo,Médina,Dakar,900000 ,"💻 Lenovo Legion 5 Pro Gaming Core i7, 11ème génération.
▪️CARACTÉRISTIQUES PRINCIPALES :👇🏾
• Processeur Intel Core i7 11800H / 2.3 GHz.
• Ram : 32Go de mémoire vive DDR4.
• Stockage : SSD M.2 1TB Gb
▪️Carte graphique : NVIDIA GeForce RTX 3060 6Go de mémoire dédiée.💻 Écran 15 pouces avec résolution Full HD (1920 x 1080) et angles de vision larges.
✅ Clavier rétro éclairé RGB.
✅ Excellente autonomie de la batterie.
✅ État propre (voir photos).
✅ Garantie 06 mois sur facture.
🛵 Livraison partout au Sénégal.
📍Medina Rue 31 x20","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/85b6aabfd055f665dd77bb11dc576e61/-/horizon-files-prod/ed/picture/qdekjq52/4a72b99afed5ac3b41450ec682df2f75d063eef5.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/2b64862ad51fab71c27b4284aa3be76e/-/horizon-files-prod/ed/picture/qdekjq52/81b75d9ec12a96cae44ae717f4f3abb95ffe4154.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/7d90a867e8970964422f568dbcc5296d/-/horizon-files-prod/ed/picture/qdekjq52/d97d894413cda646943fe8bebfd04defa1049257.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/fee4c708fa5820c68cc6380ea5f10ba8/-/horizon-files-prod/ed/picture/qdekjq52/691c8eeb0503f13d43a8bf3707e4be854df436ad.jpg']"
171,Venant,Apple,Médina,Dakar,850000 ,"MacBook Pro 14 Pouces,2021
Puce Apple M1 Pro
Mémoire 16 Go
Stockage 512 SSD
Écran Liquid Retina XDR intégré
14 Pouces (3024 x 1964)
macOS Sonoma Version 14.3
Comptage de cycle: 128","['https://i.roamcdn.net/hz/ed/listing-thumb-543w/ffd4668d2707f53dc38187af9f0ed52a/-/horizon-files-prod/ed/picture/qzvdqp28/c6a6652643f7401a4a81b426e42e2fb608829f0a.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/de0abbd796de0e5304861bf9fa892a6c/-/horizon-files-prod/ed/picture/qzvdqp28/ea72a8f77987fb29d58b472a7cd1b250d40ac791.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/d561fd500de25927306daa125fa5ca1b/-/horizon-files-prod/ed/picture/qzvdqp28/3dfab3fd6102a28f103549867c806e88ca62b597.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/80c1c2eba51d1f0e343a49adceedf24e/-/horizon-files-prod/ed/picture/qzvdqp28/c9f5e23c50ec6fb69df639220e7ed3e2d0bdbcd2.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/75063ae252cc943d53362a27c466fd0d/-/horizon-files-prod/ed/picture/qzvdqp28/a930303a6484e9792aa50bb11989ecc8a43a8a3f.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/184e765c0d17b283417bdc3c4bc940a9/-/horizon-files-prod/ed/picture/qzvdqp28/723dbb3a515ec5155fd0c5d9dadae2b5fc86a923.jpg', 'https://i.roamcdn.net/hz/ed/listing-thumb-543w/03e5f2956838e1c7219141afcd2e6c75/-/horizon-files-prod/ed/picture/qzvdqp28/cdffdd7ddc53c17b8533a0049803ecc7bce695dc.jpg']"
